['Marguita'],['322\xa0Bewertungen'],['€€€€'],"Europäisch, Mediterran, Französisch","Talstrasse 1 Baur au Lac, Zürich 8001 Schweiz",4.5
['Route twenty-Six'],['263\xa0Bewertungen'],['€€ - €€€'],"Mitteleuropäisch, Steakhaus","Pfingstweidstrasse 100 8005 Zurich, Zürich 8005 Schweiz",4.5
['Seerestaurant Steinburg'],['192\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Schweizerisch, Mediterran","Seestrasse 110, Küsnacht 8700 Schweiz",4.5
"[""Restaurant Ach'i""]",['676\xa0Bewertungen'],['€'],"Asiatisch, Thailändisch, Chinesisch","Brauerstrasse 4, Zürich 8004 Schweiz",4.5
[],[],[],,,4.5
['Restaurant My Place'],['107\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Schweizerisch, Mediterran","Moosbachstrasse 1 Autobahnraststätte Knonaueramt, Affoltern am Albis 8910 Schweiz",5.0
['Maison Manesse'],['499\xa0Bewertungen'],['€€€€'],"International, Zeitgenössisch, Fusion","Hopfenstrasse 2 8045, Zürich 8045 Schweiz",4.5
['ORSINI'],['252\xa0Bewertungen'],['€€€€'],"Europäisch, Italienisch, Mediterran","Waaggasse 7 Mandarin Oriental Savoy, Zürich 8001 Schweiz",4.5
[],[],[],,,4.5
['YAMAS'],['249\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Mediterran, Griechisch","Lagerstrasse 48 Europaallee, Zürich 8004 Schweiz",4.5
['Haus Hiltl'],['3’854\xa0Bewertungen'],['€€ - €€€'],"Schweizerisch, Mediterran, Indisch","Sihlstrasse 28, Zürich 8001 Schweiz",4.5
"[""Rolli's Steakhouse Oerlikon""]",['693\xa0Bewertungen'],['€€ - €€€'],"Bar, Amerikanisch, Steakhaus, Barbecue","Schaffhauserstrasse 352, Zürich 8050 Schweiz",4.5
['Walliser Keller SwissAlpeChuchi'],['379\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Schweizerisch, Mitteleuropäisch","Zahringerstrasse 21 Niederdorf-Historic Quater, Zürich 8001 Schweiz",4.5
[],[],[],,,4.5
['Restaurant Swiss Chuchi'],['3’732\xa0Bewertungen'],['€€ - €€€'],Schweizerisch,"Rosengasse 10, Zürich 8001 Schweiz",4.0
['Restaurant Heugümper'],['244\xa0Bewertungen'],['€€€€'],"Europäisch, Schweizerisch, International","Waaggasse 4 Münsterhof, Zürich 8001 Schweiz",4.5
['Waldmannsburg'],"['220', '\xa0Bewertungen']",['€€€€'],"Europäisch, Schweizerisch, Mitteleuropäisch","Schloss-Strasse 86, Dubendorf 8600 Schweiz",4.5
['The Artisan Kitchen and Urban Garden'],['414\xa0Bewertungen'],['€€ - €€€'],"Mitteleuropäisch, International, Gesund","Nordbruecke 4, Zürich 8037 Schweiz",4.5
['Ristorante Bindella Zürich'],['706\xa0Bewertungen'],['€€€€'],"Europäisch, Italienisch, Mediterran","In Gassen 6 8001 Zürich, Zürich 8001 Schweiz",4.5
['Filfl Restaurant'],['57\xa0Bewertungen'],['€'],"Afrikanisch, Äthiopisch","Bertastrasse 6a, Zürich 8003 Schweiz",5.0
['Restaurant Marcellino Pane e Vino'],['272\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Italienisch, Mediterran","Forchstrasse 168 Tram 11, Zürich 8032 Schweiz",4.5
['El Mosquito Bodega & Bar'],['284\xa0Bewertungen'],['€€ - €€€'],"Mexikanisch, Lateinamerikanisch","Wohlerstrasse 1, Bremgarten 5620 Schweiz",4.5
['Jules Verne Panoramabar'],['480\xa0Bewertungen'],['€€ - €€€'],Bar,"Uraniastrasse 9 8001 Zurich, Zürich 8001 Schweiz",4.0
['Hiltl Dachterrasse'],['242\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Gesund, Indisch","Bahnhofstrasse 88 Eingang Beatengasse, Zürich 8001 Schweiz",4.5
['Santa Lucia Corso'],['315\xa0Bewertungen'],['€€ - €€€'],"Italienisch, Mediterran, Pizza","Theaterstrasse 10, Zürich 8001 Schweiz",4.0
['tibits'],['826\xa0Bewertungen'],['€€ - €€€'],"Asiatisch, International, Gesund","Seefeldstrasse 2, Zürich 8008 Schweiz",4.0
[],[],[],,,4.5
['EquiTable AG'],['217\xa0Bewertungen'],['€€€€'],"Europäisch, Schweizerisch, Gesund","Stauffacherstrasse 163, Zürich 8004 Schweiz",4.5
['Luca²'],['107\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Italienisch, Mediterran","Asylstrasse 81 8032 Zürich, Zürich 8032 Schweiz",5.0
['Drei Stuben'],['330\xa0Bewertungen'],['€€€€'],"Europäisch, Schweizerisch","Beckenhofstrasse 5, Zürich 8006 Schweiz",4.5
['Ruen Thai'],['194\xa0Bewertungen'],['€€ - €€€'],Thailändisch,"Ludretikonerstrasse 21, Thalwil 8800 Schweiz",4.5
['Restaurant Khujug'],['341\xa0Bewertungen'],['€€ - €€€'],"Asiatisch, Gesund, Chinesisch","Schoeneggstrasse 5, Zürich 8004 Schweiz",4.5
[],[],[],,,4.5
['Restaurant Horizon10'],['304\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Schweizerisch, International","Hohenbuehlstrasse 10 Hilton Zurich Airport, Opfikon, Zürich 8152 Schweiz",4.0
['Raclette-Stube'],['558\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Schweizerisch, Mitteleuropäisch","Zähringerstrasse 16 8001 Zürich, Zürich 8001 Schweiz",4.0
['Carlton Restaurants & Bar'],['338\xa0Bewertungen'],['€€€€'],"Europäisch, Schweizerisch, Mitteleuropäisch","Bahnhofstrasse 41 8001 Zürich, Zürich 8001 Schweiz",4.5
[],[],[],,,4.5
['Kronenhalle'],['1’367\xa0Bewertungen'],['€€€€'],"Europäisch, Schweizerisch, Mitteleuropäisch","Raemistrasse 4 Old Town, Zürich 8001 Schweiz",4.0
"[""MEAT's Steak & Wine Kloten""]","['255', '\xa0Bewertungen']",['€€€€'],"Europäisch, Bar, Steakhaus, Barbecue","Holbergstrasse 1, Kloten 8302 Schweiz",4.5
[],[],[],,,4.0
[],[],[],,,4.5
['Mère Catherine'],['373\xa0Bewertungen'],['€€ - €€€'],"Mediterran, Französisch, Meeresfrüchte","Nägelihof 3, Zürich 8001 Schweiz",4.0
['Linde Weiningen'],"['255', '\xa0Bewertungen']",['€€ - €€€'],"Europäisch, Schweizerisch, Mitteleuropäisch","Badenerstrasse 2 Linden-Platz, Weiningen 8104 Schweiz",4.5
['Cantinetta Antinori'],['1’158\xa0Bewertungen'],['€€€€'],Italienisch,"Augustinergasse 25, Zürich 8001 Schweiz",4.0
['Restaurant Zeughauskeller'],['5’408\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Schweizerisch, Deutsch","Bahnhofstrasse 28a, Zürich 8001 Schweiz",4.0
['Igniv Zurich by Andreas Caminada'],['81\xa0Bewertungen'],['€€€€'],"Europäisch, Schweizerisch, Französisch","Marktgasse 17 Marktgasse Hotel, Zürich 8001 Schweiz",5.0
[],[],[],,,4.0
"['Paparazzi Ristorante, Pizzeria']",['154\xa0Bewertungen'],['€€ - €€€'],"Italienisch, Mediterran, Pizza","Kasernenstrasse 6, Buelach 8180 Schweiz",4.5
['Ban Song Thai'],['440\xa0Bewertungen'],['€€ - €€€'],"Asiatisch, Thailändisch","Kirchgasse 6 8001 Zürich, Zürich 8001 Schweiz",4.5
['Hermanseck'],['120\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Mitteleuropäisch","Birmensdorferstrasse 58, Zürich 8004 Schweiz",4.5
['Nagasui'],['283\xa0Bewertungen'],['€€ - €€€'],"Asiatisch, Thailändisch, Chinesisch","Selnaustrasse 16, Zürich 8001 Schweiz",4.5
['REST. GERTRUDHOF'],['246\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Schweizerisch, Mitteleuropäisch","Gertrudstrasse 26, Zürich 8003 Schweiz",4.5
['Samses'],['194\xa0Bewertungen'],['€€ - €€€'],"Europäisch, International, Zeitgenössisch","Langstrasse 231 8005, Zürich 8153 Schweiz",4.5
"[""Hang's Vietnamese Restaurant""]",['113\xa0Bewertungen'],['€€ - €€€'],"Asiatisch, Gesund, Vietnamesisch","Schaffhauserstrasse 127, Zürich 8057 Schweiz",4.5
['Steakhouse Bahnhof'],"['396', '\xa0Bewertungen']",['€€ - €€€'],"Europäisch, Bar, Steakhaus, Barbecue","Untere Bahnhofstrasse 10, Mettmenstetten 8932 Schweiz",4.0
['Miracle'],['274\xa0Bewertungen'],['€€ - €€€'],"Italienisch, Mediterran, Pizza","Froehlichstrasse 37, Zürich 8008 Schweiz",4.5
[],[],[],,,4.0
['Santa Lucia Oerlikon'],['273\xa0Bewertungen'],['€€ - €€€'],"Italienisch, Mediterran, Pizza","Schaffhauserstrasse 345 8050 Zürich, Zürich 8050 Schweiz",4.0
[],[],[],,,4.5
[],[],[],,,4.5
['Baracca Zermatt Kloten'],['153\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Schweizerisch, Grillspezialitäten","Kirchgasse 16 8302, Kloten 8302 Schweiz",4.5
['Brasserie Louis'],['638\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Mitteleuropäisch, Französisch","Niederdorfstrasse 10, Zürich 8001 Schweiz",4.0
['blindekuh'],['268\xa0Bewertungen'],['€€ - €€€'],"Europäisch, International, Zeitgenössisch","Mühlebachstrasse 148, Zürich 8008 Schweiz",4.5
['Santa Lucia Niederdorf'],['975\xa0Bewertungen'],['€€ - €€€'],"Italienisch, Mediterran, Pizza","Marktgasse 21 8001 ZA 1/4rich, Zürich 8001 Schweiz",4.0
['Restaurant Adlisberg'],['349\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Schweizerisch, Einheimisch","Adlisbergstrasse 75 8044 Zürich, Zürich 8044 Schweiz",4.0
['Etzliberg'],['155\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Schweizerisch, Mitteleuropäisch","Etzlibergstrasse 14, Thalwil 8800 Schweiz",4.5
['Sternen Grill + Sternen Grill Restaurant im oberen Stock'],['943\xa0Bewertungen'],['€'],"Schweizerisch, Fast Food, Deutsch","Bellevueplatz Bellevue, Zürich 8001 Schweiz",4.0
['Chiang Mai Thai Shop'],['205\xa0Bewertungen'],['€'],Thailändisch,"Zollstrasse 56 8005 Zürich, Zürich 8005 Schweiz",4.5
['LOFT FIVE'],['667\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Bar, International","Europaallee 15, Zürich 8004 Schweiz",4.0
['Zaatar'],['222\xa0Bewertungen'],['€'],"Mediterran, Orientalisch, Libanesisch","Brauerstr.74, Zürich 8004 Schweiz",4.5
[],[],[],,,4.5
[],[],[],,,4.0
['Lumière'],['255\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Mitteleuropäisch, Französisch","Widdergasse, Zürich 8001 Schweiz",4.5
['Sablier - Rooftop Restaurant & Bar'],['182\xa0Bewertungen'],['€€€€'],"Europäisch, Mitteleuropäisch, Französisch","The Circle 23, Zürich 8058 Schweiz",4.5
['Auenstube Restaurant'],['103\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Schweizerisch, Zeitgenössisch","Wiesenweg 1, Bassersdorf 8303 Schweiz",5.0
['Metropol'],['337\xa0Bewertungen'],['€€€€'],"International, Japanisch, Sushi","Fraumuensterstrasse 12, Zürich 8001 Schweiz",4.5
['Restaurant Le Dézaley Zürich'],['946\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Schweizerisch, Mitteleuropäisch","Römergasse 9 beim Grossmünster, Zürich 8001 Schweiz",4.0
['asiaway vietnamese cuisine'],['294\xa0Bewertungen'],['€€ - €€€'],"Asiatisch, Vietnamesisch","Schwamendingenstrasse 10, Zürich 8050 Schweiz",4.5
['Casa Ferlin AG'],['321\xa0Bewertungen'],['€€€€'],"Europäisch, Italienisch, Mediterran","Stampfenbachstrasse 38, Zürich 8006 Schweiz",4.5
[],[],[],,,4.5
['Veltliner Keller'],['187\xa0Bewertungen'],['€€€€'],"Europäisch, Schweizerisch, Mitteleuropäisch","Schluesselgasse 8, Zürich 8001 Schweiz",4.5
['GEORGE BAR & GRILL'],['498\xa0Bewertungen'],['€€€€'],"Europäisch, Bar, International","Sihlstrasse 50 8001 Zürich, Zürich 8001 Schweiz",4.0
['Co Chin Chin'],['290\xa0Bewertungen'],['€€ - €€€'],"Asiatisch, Vietnamesisch","Gasometerstrasse 7, Zürich 8005 Schweiz",4.0
['The Bite'],['480\xa0Bewertungen'],['€€ - €€€'],"Bar, Amerikanisch","Brauerstrasse 15, Zürich 8004 Schweiz",4.0
[],[],[],,,4.0
['Restaurant Frieden'],"['85', '\xa0Bewertungen']",['€€€€'],"Europäisch, Schweizerisch","Dielsdorferstrasse 7, Niederhasli 8155 Schweiz",5.0
['Restaurant Rössli Brüttisellen'],"['136', '\xa0Bewertungen']",['€€ - €€€'],"Europäisch, Schweizerisch, Mitteleuropäisch","Zurichstrasse 35 8306 Bruttisellen, Bruttisellen 8306 Schweiz",4.5
[],[],[],,,4.5
['La Rôtisserie'],['425\xa0Bewertungen'],['€€€€'],"Europäisch, Schweizerisch, Mitteleuropäisch","Weinplatz 2 Storchen Zürich, Zürich 8001 Schweiz",4.0
['Alexis Restaurant & Winebar'],['348\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Schweizerisch, Mitteleuropäisch","Niederdorfstrasse 40 Niederdörfli, Zürich 8001 Schweiz",4.0
['Cucina Milchbuck'],['180\xa0Bewertungen'],['€€ - €€€'],,"Schaffhauserstrasse 113, Zürich 8057 Schweiz",4.5
[],[],[],,,4.5
"[""Rolli's Steakhouse Schlieren""]",['281\xa0Bewertungen'],['€€ - €€€'],"Bar, Amerikanisch, Steakhaus, Barbecue","Zuercherstrasse 2, Schlieren 8952 Schweiz",4.5
[],[],[],,,4.0
['Rössli Illnau'],"['225', '\xa0Bewertungen']",['€€€€'],"Europäisch, Schweizerisch, Mitteleuropäisch","Kempttalstrasse 52, Illnau 8308 Schweiz",4.5
[],[],[],,,4.5
['Ristorante Pergola'],['119\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Italienisch, Mediterran","Kanzleistrasse 121, Zürich 8004 Schweiz",4.5
['Taverne da Angelo'],['151\xa0Bewertungen'],['€€ - €€€'],"Italienisch, Mediterran, Pizza","Badenerstrasse 275, Zürich 8003 Schweiz",4.5
['Zum Weinberg'],"['103', '\xa0Bewertungen']",['€€€€'],"Europäisch, Schweizerisch","Alte Landstrasse 148, Küsnacht 8700 Schweiz",4.5
['Chasalp'],['294\xa0Bewertungen'],['€€ - €€€'],"Schweizerisch, Mitteleuropäisch","Tobelhofstrasse 236 Zürich, Zürich 8044 Schweiz",4.0
['Restaurant Gandria'],['97\xa0Bewertungen'],['€€€€'],"Italienisch, Mediterran, Zeitgenössisch","Rudolfstrasse 6, Zürich 8008 Schweiz",4.5
"[""RICO'S - Restaurant | Catering | Private Dining""]","['265', '\xa0Bewertungen']",['€€€€'],"Europäisch, Mitteleuropäisch","Seestrasse 160 8700 Küsnacht, Küsnacht 8700 Schweiz",4.5
['Sihlhalde'],"['144', '\xa0Bewertungen']",['€€€€'],"Europäisch, Mitteleuropäisch, Französisch","Sihlhaldenstrasse 70 8136 Gattikon, Gattikon 8136 Schweiz",4.5
['Restaurant - Boucherie AuGust'],['532\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Schweizerisch, Mitteleuropäisch","Rennweg 1, Zürich 8001 Schweiz",4.0
['LaSalle'],['429\xa0Bewertungen'],['€€€€'],"Europäisch, Mitteleuropäisch","Schiffbaustr. 4 8005 Zürich, Zürich 8005 Schweiz",4.0
[],[],[],,,4.5
['White Elephant'],['521\xa0Bewertungen'],['€€ - €€€'],"Asiatisch, Thailändisch","Neumuehlequai 42, Zürich 8006 Schweiz",4.0
['Josef'],['311\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Mitteleuropäisch","Gasometerstrasse 24, Zürich 8005 Schweiz",4.0
[],[],[],,,4.5
['Kokoro'],['162\xa0Bewertungen'],['€€ - €€€'],"Japanisch, Sushi, Meeresfrüchte","Neufrankengasse 25, Zürich 8004 Schweiz",4.5
[],[],[],,,4.0
['Delhihouse Of Bestcurry Restaurant '],['116\xa0Bewertungen'],['€€ - €€€'],"Asiatisch, Pizza, Indisch","Zypressenstrasse 52 Near AlbisriederPlatz: Access with Bus 33, 72 Tram 2,3, 8, Zürich 8004 Schweiz",4.5
['Rheinfelder Bierhalle'],['761\xa0Bewertungen'],['€€ - €€€'],"Schweizerisch, Bar, Deutsch","Niederdorfstrasse 76, Zürich 8001 Schweiz",4.0
['Kormasutra'],['451\xa0Bewertungen'],['€€ - €€€'],Indisch,"Altstetterstrasse 130 Altstetten, Zürich 8048 Schweiz",4.0
['Parkhuus'],['261\xa0Bewertungen'],['€€€€'],Schweizerisch,"Dreikonigstrasse 25 Park Hyatt Zurich, Zürich 8002 Schweiz",4.5
[],[],[],,,4.5
['Restaurant Degenried'],['244\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Schweizerisch, Mitteleuropäisch","Degenriedstrasse 135, Zürich 8032 Schweiz",4.0
['Restaurant Coco Grill & Bar'],['218\xa0Bewertungen'],['€€€€'],"Europäisch, Grillspezialitäten","Bleicherweg 1a 8001 Zurich, Zürich 8001 Schweiz",4.5
"[""Simon's Steakhouse Grill & Restaurant & Bar""]",['326\xa0Bewertungen'],['€€ - €€€'],"Bar, International, Steakhaus, Barbecue","Niederdorfstrasse 13 Direkt am Hirschenplatz, Zürich 8001 Schweiz",4.0
['Restaurant Alter Tobelhof'],['292\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Schweizerisch, Mitteleuropäisch","Tobelhofstrasse 236 Zürich, Zürich 8044 Schweiz",4.0
['Zunfthaus zur Zimmerleuten'],['495\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Schweizerisch, Mitteleuropäisch","Limmatquai 40, Zürich 8001 Schweiz",4.0
['Rechberg 1837'],['114\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Schweizerisch, Zeitgenössisch","Chorgasse 20, Zürich 8001 Schweiz",4.5
['Taverna Poseidon'],['121\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Mediterran, Griechisch","Freiestrasse 9, Uster 8610 Schweiz",4.5
['Spaghetti Factory Rosenhof'],['283\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Italienisch, Mitteleuropäisch","Niederdorfstrasse 5, Zürich 8001 Schweiz",4.0
['Il Salotto'],['49\xa0Bewertungen'],['€€ - €€€'],"Italienisch, Mediterran, Café","Badenerstrasse 79, Zürich 8004 Schweiz",5.0
['Restaurant Fujiya of Japan'],"['189', '\xa0Bewertungen']",['€€€€'],"Asiatisch, Japanisch, Sushi","Oberhauserstrasse 30 8152 Glattbrugg, Opfikon, Zürich 8152 Schweiz",4.5
['Accademia Del Gusto'],['228\xa0Bewertungen'],['€€€€'],"Europäisch, Italienisch, Mediterran","Rotwandstrasse 48, Zürich 8004 Schweiz",4.5
['Barfüsser Sushi Bar & Lounge Zürich'],['202\xa0Bewertungen'],['€€ - €€€'],"Japanisch, Sushi, Meeresfrüchte","Spitalgasse 3, Zürich 8001 Schweiz",4.0
['Anna'],['62\xa0Bewertungen'],['€€€€'],"Europäisch, Mediterran","Anna-Heer-Strasse 2, Zürich 8057 Schweiz",4.5
['Shangrila Tibet Restaurant'],['90\xa0Bewertungen'],['€€ - €€€'],"Asiatisch, Tibetisch","Birmensdorferstrasse 297, Zürich 8055 Schweiz",4.5
[],[],[],,,4.0
['Williams ButchersTable Restaurant & Metzgerei Hegibachplatz'],['174\xa0Bewertungen'],['€€€€'],"Bar, Grillspezialitäten, Steakhaus, Barbecue","Neumünsterstrasse 34 Am Hegibachplatz, Zürich 8008 Schweiz",4.5
['Brasserie Lipp'],['1’007\xa0Bewertungen'],['€€€€'],"Europäisch, Französisch, Meeresfrüchte","Uraniastr. 9 8001 Zurich, Zürich 8001 Schweiz",4.0
['Ristorante toscano'],['204\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Italienisch, Mediterran","Schmidgasse 3, Zürich 8001 Schweiz",4.0
['Grain Bar & Restaurant'],['132\xa0Bewertungen'],['€€ - €€€'],"Bar, International, Amerikanisch","Zürichbergstrasse 71 Fluntern, Zürich 8044 Schweiz",4.5
['Landgasthof zum Löwen'],"['108', '\xa0Bewertungen']",['€€€€'],"Europäisch, Schweizerisch, Mitteleuropäisch","Zuerichstrasse 47, Nanikon 8606 Schweiz",4.5
['Franzos'],['222\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Café, Französisch","Limmatquai 138, Zürich 8001 Schweiz",4.0
[],['0\xa0Bewertungen'],[],,,
['Restaurant Blockhus'],['229\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Mitteleuropäisch","Schifflande 4, Zürich 8001 Schweiz",4.0
['Sham - Café Restaurant'],['32\xa0Bewertungen'],['€€ - €€€'],"Gesund, Orientalisch, Arabisch","Konradstrasse 6, Zürich 8005 Schweiz",5.0
['Yalla Habibi'],['124\xa0Bewertungen'],['€€ - €€€'],"Mediterran, Bar, Barbecue, Libanesisch","Meinrad-Lienert-Strasse 27, Zürich 8003 Schweiz",4.5
[],['0\xa0Bewertungen'],[],,,
['Wunderbrunnen Opfikon'],['175\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Schweizerisch, Gesund","Dorfstrasse 36, Opfikon, Zürich 8152 Schweiz",4.5
[],[],[],,,5.0
[],[],[],,,4.0
['Chez Fritz'],"['316', '\xa0Bewertungen']",['€€€€'],"Europäisch, Schweizerisch, Mitteleuropäisch","Seestrasse 195b 8802 Kilchberg, Kilchberg 8802 Schweiz",4.0
['Le Rendez Vous'],['177\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Französisch","Seestrasse 3, Zürich 8002 Schweiz",4.5
[],[],[],,,5.0
[],[],[],,,4.5
['Restaurant Johanniter'],['890\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Schweizerisch, Mitteleuropäisch","Niederdorfstrasse 70, Zürich 8001 Schweiz",3.5
[],[],[],,,5.0
[],[],[],,,4.5
['Miyuko'],['137\xa0Bewertungen'],['€€ - €€€'],"Café, Gesund, Fusion","Beckenhofstrasse 7, Zürich 8006 Schweiz",4.5
['Restaurant zum Grünen Glas'],['180\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Schweizerisch, Mitteleuropäisch","Untere Zäune 15, Zürich 8001 Schweiz",4.0
['Restaurant Bahnhof Wiedikon'],['170\xa0Bewertungen'],['€'],"Europäisch, Schweizerisch, Mitteleuropäisch","Seebahnstrasse 33, Zürich 8003 Schweiz",4.5
['Ristorante Mercato'],['149\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Italienisch, Mediterran","Marktgasse 19, Kloten 8302 Schweiz",4.5
['Belvoir Restaurant  & Grill'],"['179', '\xa0Bewertungen']",['€€€€'],"Europäisch, Schweizerisch, Bar, Barbecue","Saumerstrasse 37 8803 Zurich-Ruschlikon, Rüschlikon 8803 Schweiz",4.0
[],[],[],,,4.5
['Fribourger Fonduestübli'],['216\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Schweizerisch, Mitteleuropäisch","Rotwandstrasse 38 8004 Zürich, Zürich 8004 Schweiz",4.0
['Amalfi'],['248\xa0Bewertungen'],['€€ - €€€'],"Europäisch, Italienisch, Mediterran","Mainaustrasse 23 8008 Zurich, Zürich 8008 Schweiz",4.0
['Tibetasia'],['149\xa0Bewertungen'],['€€ - €€€'],"Asiatisch, Tibetisch","Quellenstrasse 6 8005 Zürich, Zürich 8005 Schweiz",4.0
